XCOOR,YCOOR,VILLCODE,VILLNAME,TOPOZONE,INUNDATION,ELEVATION,DRYRAINFALL,SOIL_LOWP,SOIL_MEDP,SOIL_HIGHP,TAGAP_DRY,TAGAP_WET,CONZ_PROX,CONZ_PEOP,POP,SEXR,KW_UPTOSEC,KW_ILLIT,LF_FISH,LF_CROP,LF_ANI,LF_WAGED,INDLIVELI,MIGRANTS,FP_WRK,FP_FEMWRK,PL_P1HH,PL_P2HH,PL_NONPHH,RYLD_WET,RYLD_DRY,LA_RICE1HA,LA_CULT1HA,MA_INDACT,MA_PROXROAD,SW_PROXRIV,SW_PONDS,FISHPRO
299200,1449700,2020410,Kruos,2,-9999,5,33.8,0,0,0,1661.482178,1321.464355,52707.1263899999,0,958,0.912176,554.667,55.328,0,708.1911263,20.4778157,32.42320819,1.055779604,76.79180887,0,0,103.8961039,220.7792208,675.3246753,2.5,3,13.57466,0,0.28280543,85.14286364,21.64735228,32,0
474844,1411958,6020811,Tram Khla,2,2.33326817,5,29.2,0,5284850.79399999,0,1440.829468,1480.667114,32348.6529,0,958,0.9591,387.309,325.581,127.9069767,855.8139535,253.4883721,269.7674419,1.504408401,0,0,0,129.1866029,9.56937799,861.2440191,1,2,263.15789,0,0,278.1071453,76451.00585,0,100
374379,1478439,17100209,Kruos,3,-9999,5,18.6,1626107.93699999,1219580.953,0,1646.074951,753.5716553,33532.53807,0,958,0.912176,554.667,55.328,33.24468085,65.15957447,16.62234043,81.78191489,1.420428045,0,0,0,0,0,0,2.5,3,13.57466,0,9.041052614,121.2454795,75328.55395,32,333
305610,1451643,2030605,Ta Koy,3,-9999,5,32.8,0,0,1626107.93699999,2200.785645,1427.592041,46191.34188,0,959,0.985507,645.833,20.121,0,86.23548922,36.48424544,142.6202322,1.393016947,72.96849088,0,0,122.9508197,32.78688525,844.2622951,2,0,283.33333,0,0.520833333,500.133986,2850.050182,51,0
388208,1386296,15050806,Ta Koy,2,1.040483,5,31.8,0,0,4471796.826,1759.143555,1943.893799,46201.82807,0,959,0.985507,645.833,20.121,0,775.93361,0,767.6348548,0.772352801,29.04564315,0,0,0,0,0,2,0,283.33333,0,1.582278481,290.7092055,4719.014661,51,0
470420,1365533,4040503,Peam Tonlea,2,-9999,5,31.6,406526.9842,0,0,2118.09668,1694.638062,37081.24454,0,961,0.929719,873.457,4.367,0,820.1834862,128.440367,135.7798165,1.376439344,55.04587156,0,0,163.7168142,234.5132743,601.7699115,2.5,3.5,274.33628,331.85841,4.587484173,34.82793015,37603.27145,0,0
408132,1386989,15030902,Krang Veaeng,2,3.64783168,5,29.6,0,1626107.93699999,813053.9684,1374.114746,1140.639771,32424.3211799999,0,961,0.833969,543.478,131.635,33.00330033,1067.656766,0,82.50825083,0.65692237,0,0,0,210.7843137,151.9607843,637.254902,1,0,456.98925,0,0.672043011,281.9151371,19810.03197,0,0
384900,1385100,15050505,Moan Chae,3,3.17291665,5,32.6,0,1626107.93699999,813053.9684,1589.140503,1413.141846,49547.99022,0,961,1.002083,801.956,95.041,0,141.3793103,0,189.6551724,0.81901001,0,0,0,139.1752577,134.0206186,726.8041237,3,2,255.10204,255.10204,7.269943322,60.38789097,1698.801297,3,0
391748,1472086,17090702,Ta Prak,2,1.29854167,5,18.2,0,1626107.93699999,0,1500.026123,839.059082,44021.1004299999,973.54497,961,0.965235,662.651,40.385,32.45749614,398.763524,151.4683153,108.1916538,1.545785871,12.36476043,0,0,41.4507772,108.8082902,849.7409326,1.5,2.5,211.64021,0,13.09648683,324.5112573,80543.38407,0,6
484666,1408292,6020911,Kouk Nguon,2,0.84583336,5,31,2439161.90499999,0,406526.9842,1293.102905,1081.288452,39583.81554,0,962,0.90873,701.389,32.755,0,958.1320451,0,19.3236715,0.291021098,51.52979066,0,0,49.75124378,79.60199005,870.6467662,1.3,0,152.70936,0,0,144.5475092,78670.5094099999,0,0
377656,1474502,17100407,Trapeang Traeng,3,-9999,5,18,0,1219580.953,0,1784.79248,1060.609741,33227.21143,0,962,1.042463,424.46,33.482,0,774.2537313,0,0,0.654245513,0,0,0,0,0,0,2,2,303.31754,71.09005,0,158.0436227,76206.1285199999,0,0
461596,1354022,4061111,Trea Tboung,2,-9999,5,31.4,2439161.90499999,0,0,1640.345215,2241.287598,43033.03484,0,965,0.859345,491.582,64.732,0,1157.142857,191.8367347,179.5918367,0.820070561,0,0,0,99.56709957,186.1471861,714.2857143,1.2,0,756.75676,0,0.953348638,615.5411549,23600.8321299999,0,0
383190,1393999,15020712,Chreaeng,2,0.59899193,5,30.4,0,0,6910958.73099999,1283.879395,1450.314331,46248.6312,0,965,0.881092,906.977,0,0,267.4418605,0,81.39534884,0.94875634,96.89922481,0,0,106.9518717,69.51871658,823.5294118,2,0,768.47291,0,0,539.0127165,8042.655032,0,0
320600,1505300,1040307,Laote,2,1.31629813,5,25.2,0,8537066.66799999,0,1503.174561,952.8468628,60287.19256,0,966,0.901575,595.628,169.197,16.89189189,765.2027027,8.445945946,239.8648649,1.068766926,229.7297297,0,0,53.09734513,150.4424779,796.460177,1,0,225,0,1.5625,292.1134949,35862.11305,2,0
284300,1478200,2020703,Snuol Kaong,2,-9999,5,33.2,0,0,4471796.826,1586.640137,1232.566895,71771.73291,0,966,0.909091,821.159,42.222,0,366.8528864,0,0,1.046011653,180.6331471,0,0,0,0,0,2,3,112.99435,0,0,279.042299,2527.747552,40,23
312630,1458800,2050108,Reach Doun Kaev,2,3.83318448,5,30,0,0,2032634.921,1846.895996,2087.865234,39458.66906,0,966,1.004149,596.591,91.778,24.54991817,882.1603928,0,44.1898527,1.066936075,72.01309329,0,0,34.7826087,230.4347826,734.7826087,1.5,3,232.55814,93.02326,0.290697674,256.1375559,12822.79707,25,0
331900,1408500,2060906,Robas Mongkol,2,0.49687499,5,29,0,0,2439161.90499999,2094.863281,871.5542603,49357.6577899999,0,966,0.983573,619.672,29.88,0,1042.622951,26.2295082,40.98360656,1.087532396,77.04918033,0,0,119.266055,100.9174312,779.8165138,1,0,194.02985,273.63184,0,330.645225,1789.679883,0,0
363109,1485927,17071011,Ou Ta Prak,2,-9999,5,20.2,0,813053.9684,0,1537.468872,1166.957886,34179.97989,0,967,1.006224,746.439,0,0,443.3497537,0,0,0.311604711,45.97701149,0,0,49.32735426,94.17040359,856.5022422,2.5,2.7,215.51724,0,13.21358463,87.2202529,69384.5458099999,0,0
457787,1422623,6080205,Neang Noy,2,1.37585568,5,26.6,0,2439161.90499999,0,769.3571777,805.4671021,29778.0017999999,0,968,0.924453,356.41,409.382,97.34513274,803.539823,0,81.4159292,0.645465093,8.849557522,0,0,142.8571429,169.3121693,687.8306878,1.2,2.5,715.02591,0,0,733.3062789,78619.80925,0,0
354528,1493637,17070108,Kouk Chrey,2,1.1789062,5,21,0,2845688.889,0,3589.261475,3694.526367,40045.49928,0,968,0.932136,669.421,150.862,0,877.5862069,0,6.896551724,0.275641717,58.62068966,0,0,10.98901099,60.43956044,928.5714286,1.5,2,46.63212,0,0,401.3370502,67162.70931,0,0
482382,1403421,6030403,Ou Kanthor Khang Cheung,3,3.919034,5,31.2,0,0,2845688.889,835.2421265,1543.227051,35964.1362799999,0,969,0.961538,901.316,0,38.70967742,1041.935484,0,187.0967742,0.887686849,29.03225806,0,0,0,0,0,1.5,3.5,403.66972,0,0,52.84933645,73403.0455599999,21,0
295700,1507800,1040107,Chhnuor,2,-9999,5,30,406526.9842,0,0,1529.127441,1066.271118,77913.0295099999,0,970,0.971545,513.587,42.945,10.13513514,934.1216216,3.378378378,11.82432432,0.601327017,219.5945946,0,0,87.37864078,165.0485437,747.5728155,1.5,0,46.51163,0,6.502669359,1.06661603,14083.24723,2,0
440074,1439217,17040703,Rumchey Chroh,2,4.66973591,5,23.4,0,10163174.6,0,1240.978638,1085.770264,28817.7059999999,0,972,1.063694,377.44,0,0,985.2941176,0,0,0.404827993,0,0,0,211.6402116,52.91005291,735.4497355,1,1.5,158.62069,0,0,497.0045494,78555.79309,3,0
292687,1498222,1020502,Sdei Leu,2,1.2992599,5,30.6,0,0,2845688.889,1915.099243,1568.797363,73976.1599699999,0,975,0.882239,706.612,45.113,12.10287443,549.1679274,9.077155825,42.36006051,1.092510572,296.5204236,0,0,28.40909091,85.22727273,886.3636364,0.8,3,135.45817,0,5.116833088,390.9617198,7084.170138,13,375
309791,1455795,2050402,Sdei Leu,2,1.52908659,5,31.4,0,0,1626107.93699999,2039.801514,1570.68103,42017.95481,0,975,0.882239,706.612,45.113,8.088978766,422.6491405,26.28918099,47.52275025,1.217974877,83.9231547,0,0,0,0,0,0.8,3,135.45817,0,4.616255922,444.1614588,8692.461976,13,0
472978,1415377,6020702,Balang,2,3.46045923,5,28.8,0,2439161.90499999,0,1076.315674,1175.221802,32828.2656399999,0,977,0.969758,676.471,46.512,0,724.537037,0,155.0925926,1.19541081,127.3148148,0,0,93.87755102,134.6938776,771.4285714,1.8,0,789.47368,206.47773,0,293.5594817,78612.49498,1,0
448593,1430392,6080606,Msar Krang Cheung,2,2.45023274,5,24.4,0,3252215.873,0,779.5752563,796.7706909,28672.1953399999,0,977,0.981744,510.965,279.805,0,862.8571429,0,140.952381,0.927799118,110.4761905,0,0,0,0,0,0,3,331.83857,0,0,85.51820857,78318.56884,0,0
423496,1453431,17040510,Thnal Ta Set,2,1.05411184,5,21.2,0,7317485.71499999,0,993.5716553,1048.188354,38384.68886,0,977,1.035417,594.164,0,0,1073.504274,0,27.35042735,0.293181794,51.28205128,0,0,182.2222222,106.6666667,711.1111111,1,0,407.40741,0,0,61.1244607,79404.60279,1,0
331600,1412600,2060106,Ruessei Pir,2,-9999,5,28.2,0,0,406526.9842,3052.99292,1326.924805,45765.20623,0,980,0.880998,523.49,134.694,0,212.5603865,0,297.9066023,1.254009643,107.8904992,0,0,125,158.6538462,716.3461538,1.5,0,20.1005,80.40201,1.063534661,7.95380462,864.2542868,14,0
381035,1475400,17100602,Khnar,3,0.49687499,5,18,2845688.889,3252215.873,0,1305.630859,675.6306763,36451.14667,0,980,1.041667,673.846,0,0,400.8008737,0,56.06115763,0.961264476,0,0,0,173.0769231,211.5384615,615.3846154,1.7,0,621.35922,111.65049,11.30934869,517.1227686,78370.30099,0,0
366551,1478600,17101211,Khnar,2,1.84973955,4,19.8,0,813053.9684,0,3091.907227,2107.571777,28974.47161,0,980,1.041667,673.846,0,0,1014.285714,0,202.3809524,0.785356157,0,0,0,0,0,0,1.7,0,621.35922,111.65049,2.713722787,14.29665277,68443.19186,0,0
415672,1453552,17041108,Prey Pros,2,5.92662573,4,21,0,6097904.763,2845688.889,2460.006592,1642.582642,39465.5200499999,0,984,0.802198,623.711,162.602,151.4084507,403.1690141,68.66197183,24.64788732,1.490947999,84.50704225,0,0,121.9512195,224.3902439,653.6585366,1.5,0,263.15789,0,0,476.1246621,75726.9444499999,0,0
395892,1382239,15031106,Tbaeng Chrum,2,0.39166668,5,31.6,0,4471796.826,0,2381.623779,1860.943481,43448.62991,0,989,1.034979,635.266,4.082,0,848.2142857,17.85714286,30.35714286,0.945482334,232.1428571,0,0,23.04147465,46.08294931,930.875576,2.5,1.15,461.53846,256.41026,0,336.8123723,7107.461192,10,1
395987,1395475,15020401,Kanhchor,2,4.35941267,5,29.4,0,2032634.921,1219580.953,1529.997437,2008.102051,34479.5197199999,0,990,0.94499,568.807,136.452,28.125,917.1875,78.125,73.4375,1.225271641,140.625,0,0,107.1428571,147.9591837,744.8979592,2.5,1.2,157.65766,427.92793,0,78.18126809,16748.6535699999,0,0
390606,1471580,17090803,Kanhchor,2,2.45015621,5,18.2,0,2845688.889,0,1363.05896,1160.525635,42772.1485,0,990,0.94499,568.807,136.452,89.65517241,1032.758621,258.6206897,87.93103448,1.419123401,82.75862069,0,0,0,0,0,2.5,1.2,157.65766,427.92793,1.113912619,404.9750303,79509.26462,0,0
404168,1464739,17110201,Doun Hong,2,0.85189146,5,19.4,0,2439161.90499999,0,885.0853882,736.8504028,53564.39869,0,990,0.933594,800,0,0,537.6661743,129.985229,115.2141802,1.317996181,67.94682422,0,0,178.7439614,125.6038647,695.6521739,2.5,0,642.15686,0,1.504149052,7.00481552,79770.83977,2,0
288375,1497476,1020901,Anhchanh,3,1.03114581,5,31.2,0,1219580.953,0,2214.31543,1389.616943,77036.2795999999,0,992,0.948919,640.741,26.217,3.062787136,516.0796325,21.43950995,275.6508423,1.134881243,245.0229709,0,0,192.7083333,10.41666667,796.875,1.8,2.4,234.69388,0,7.435743213,66.67675275,2709.947597,57,0
303000,1449400,2030905,Anhchanh,3,-9999,5,33.8,0,0,2032634.921,1469.062256,1186.593994,48944.22911,0,992,0.948919,640.741,26.217,0,13.41463415,1.829268293,68.90243902,1.031131513,28.04878049,0,0,0,0,0,1.8,2.4,234.69388,0,5.450835876,60.23041899,47.77163683,57,0
313600,1499800,1040313,Kandaol,2,1.36781085,5,26.4,0,10569701.59,406526.9842,1382.293091,1106.82605,59851.8475,0,993,0.986,493.392,0,0,1250,19.53125,68.359375,0.812249748,193.359375,0,0,103.4482759,229.8850575,666.6666667,1,2,113.63636,113.63636,3.550761692,435.5955979,28017.4964699999,0,0
447524,1368866,4010603,Melum,2,3.88208342,5,30.4,0,3658742.858,0,1213.276611,1571.492554,25813.63908,0,993,0.887833,269.663,96.509,105.4481547,532.513181,96.66080844,207.3813708,1.388838843,170.4745167,0,0,200,52.83018868,747.1698113,1.5,0,263.15789,0,0.234962406,204.0974621,25712.80643,0,0
362663,1401865,15010403,Cha Yov,2,2.40073133,5,29.4,0,1626107.93699999,2032634.921,2005.106567,1324.417847,52957.88855,0,993,0.880682,809.859,27.125,42.05607477,1032.71028,0,12.46105919,0.696720031,295.9501558,0,0,40.90909091,104.5454545,854.5454545,2,2.5,206.73077,240.38462,0,356.2424219,4922.113618,3,50
424534,1450028,17040511,Doun Sokh,2,2.06809354,5,21.6,0,5284850.79399999,0,831.286438,911.1348877,34972.20915,0,994,0.937622,780.702,200.969,0,964.7495362,0,64.93506494,0.442391511,63.07977737,0,0,150.4854369,140.776699,708.7378641,1,0,320,0,0,417.1022632,77082.9373,4,0
442953,1385593,6020603,Neang Sav,1,2.59788299,2,29.4,0,0,1219580.953,3220.849121,2609.582275,10159.17895,0,995,0.978131,815.126,622.391,731.5541601,0,32.96703297,0,0.313061549,25.1177394,0,0,228.3105023,168.9497717,602.739726,0,2,0,0,4.072265769,3649.53093,39194.2347599999,0,0
450117,1429798,6080601,Ou Doung,2,2.27548075,5,24.6,0,1219580.953,0,966.5831299,763.8214111,29671.4113,0,995,0.815693,524.496,123.232,316.0621762,447.3229706,0,3.454231434,0.952253363,81.17443869,0,0,44.24778761,225.6637168,730.0884956,0,2,93.02326,0,0,111.717287,79099.53697,0,0
356000,1402200,15010506,Anlong Kray,2,2.138623,5,29.6,0,2439161.90499999,813053.9684,1546.30249,957.6846924,51662.1612899999,0,995,0.947162,768.229,19.417,421.5851602,973.0185497,291.7369309,87.68971332,1.116410051,0,0,0,114.1304348,228.2608696,657.6086957,2,3.4,446.00939,14.08451,0,329.7228383,2483.596765,2,17
368290,1482778,17070503,Kouk Snuol,2,-9999,5,19.6,406526.9842,0,0,2425.022461,2219.17749,33460.79783,0,995,1.018256,254.692,411.335,13.72212693,444.2538593,205.8319039,243.567753,1.528912598,34.30531732,0,0,71.42857143,10.20408163,918.3673469,2,0,264.55026,0,6.536279317,280.7632176,72022.77473,1,0
289890,1497478,1020906,Anlong Mean Troap,3,1.10552084,5,31.2,0,2032634.921,1626107.93699999,2002.63623,1345.901611,75795.8713399999,0,996,0.911708,886.525,0,0,591.1764706,142.6470588,127.9411765,1.413178383,269.1176471,0,0,0,0,0,2.5,0,482.05128,482.05128,0.961538462,250.8226198,4199.629659,2,0
383350,1387690,15020902,Pralay Thum,3,1.68154764,5,32,0,406526.9842,406526.9842,1424.98291,1378.44165,49308.09279,0,997,0.891841,1000,6.897,15.47116737,414.9085795,0,223.628692,0.744208704,0,0,0,352.3316062,129.5336788,518.134715,1.2,0,113.98964,0,6.484020029,30.94328008,2376.476422,0,143
383196,1385486,15050503,Pralay Thum,3,-9999,5,32.6,0,0,0,1998.506836,1155.028931,50689.5718599999,0,997,0.891841,1000,6.897,0,0,72.58064516,435.483871,0.848685558,145.1612903,20.16129,14.814815,0,0,0,1.2,0,113.98964,0,2.475247525,112.4760778,727.1011229,0,0
405180,1459308,17110307,Srama Thum,2,7.95014381,5,20,0,5284850.79399999,406526.9842,2154.427734,1259.42334,48232.32074,0,999,1.042945,459.075,78.755,136.7924528,855.3459119,67.61006289,317.6100629,1.54700073,161.9496855,0,0,157.635468,34.48275862,807.8817734,2.5,3,444.44444,464.64646,1.972645385,87.67605533,75685.8465699999,2,1
397800,1470100,17090904,Roka Kambot,2,0.78084236,5,19,0,3252215.873,0,951.725769,925.3699341,48881.6105899999,0,1000,0.976285,771.875,112.84,0,834.1158059,56.33802817,175.2738654,0.71111705,0,0,0,176.744186,55.81395349,767.4418605,1,0,300,0,5.638705813,202.4109619,81482.8127499999,0,0
303600,1455700,2050507,Ta Kom,2,1.55849516,5,32.4,0,0,6910958.73099999,1686.945313,1088.446045,48198.1029399999,0,1003,0.906844,511.628,27.397,0,1017.6,0,142.4,0.678675483,144,0,0,163.1799163,271.9665272,564.8535565,1.5,1,195.83333,0,2.124709136,136.8410644,6365.293594,0,0
363800,1406200,15010402,Ou Preal,2,1.79691672,5,28.4,0,0,4878323.80999999,1546.66687,1231.394775,48991.0582399999,0,1003,0.955166,781.25,0,22.6904376,1001.620746,19.44894652,113.452188,0.795475911,0,0,0,112.1076233,161.4349776,726.4573991,2.5,3.5,76.23318,0,0,226.6286383,9342.877395,42,0
427700,1384900,15030205,Kampong Thkoul,1,7.00025654,3,29.4,0,0,4878323.80999999,2600.798096,3134.287598,22080.24375,0,1005,0.97446,363.296,302.368,896.0843373,0,0,6.024096386,0.109723608,12.04819277,33.13253,44.117647,79.83193277,96.63865546,823.5294118,0.5,0,0,0,0,526.5106969,30646.8447899999,0,12
364094,1480777,17070401,Kamphem,2,1.36187506,4,20,0,1219580.953,0,2219.913574,1702.769409,29766.8053699999,335.05155,1006,1.131356,563.739,0,13.79310345,506.8965517,6.896551724,50,0.548729113,10.34482759,0,0,19.04761905,133.3333333,847.6190476,1.5,2.5,618.5567,0,0,554.3537527,67395.31035,0,150
334307,1418753,2060603,Sdei Stueng,2,4.00549984,5,27.6,0,0,2439161.90499999,1775.367188,1681.420288,39049.8781099999,0,1007,0.896422,534.328,86.042,0,712.9337539,0,63.09148265,0.586070307,89.90536278,0,0,218.0451128,184.2105263,597.7443609,2.5,3,124.44444,0,1.881274645,822.0421662,7568.016394,0,0
384307,1473309,17090603,Khun Mouk,2,1.83578122,5,18,0,2439161.90499999,0,1184.751099,923.7193604,38007.4231,0,1007,1.026157,737.101,67.019,0,754.6875,400,39.0625,0.877154709,0,0,0,0,0,0,1,2,678.73303,0,2.905712907,205.122893,77910.61073,0,0
463365,1354291,4030301,B'er,3,-9999,5,31.6,406526.9842,0,0,1757.902832,3018.687012,43394.1760199999,0,1009,0.885981,703.252,0,0,30.25477707,388.5350318,372.611465,1.124662194,113.0573248,0,0,59.70149254,167.9104478,772.3880597,3,3,24.79339,8.26446,5.641412549,12.04885345,25134.56395,0,0
353700,1409000,15010515,Srah Run,2,3.83287907,5,28,0,0,6910958.73099999,2177.170654,1329.446289,44729.8125799999,0,1009,0.733677,195.652,115.903,0,877.5510204,0,31.74603175,0.913637762,45.35147392,0,0,66.66666667,183.3333333,750,2.5,3.5,424.8366,228.75817,0,124.0703877,7014.353932,0,0
377218,1392450,15010703,Andoung Sambuor,2,1.1886363,5,31.4,0,0,5284850.79399999,1511.865967,1503.639648,52288.15548,0,1011,0.944231,508.434,20.785,3.610108303,1014.440433,0,1.805054152,0.24127632,7.220216606,0,0,0,0,0,2.5,0,165.82915,165.82915,0.314070352,35.91960623,4183.471796,0,0
484870,1403761,6030601,Snaeng Krabei,3,2.52837849,5,31.6,0,0,3658742.858,929.9108276,1426.647095,38461.1478199999,0,1012,0.988212,754.425,56.18,33.27495622,786.3397548,0,77.05779335,0.943658052,92.81961471,0,0,240.5660377,297.1698113,462.2641509,1.5,4.5,753.62319,0,0.301932367,169.5377535,75201.3777899999,4,99
300858,1494500,1040513,Doun Chraeng,2,2.05374908,4,29.2,0,0,8130539.684,1582.359009,1469.383545,65240.09178,0,1013,0.955598,692.135,0,88.49557522,1093.80531,0,458.4070796,1.389030756,707.9646018,0,0,117.9245283,207.5471698,674.5283019,1,0,41.02564,51.28205,4.412614036,977.6795872,15229.28994,10,0
361965,1399279,15010211,Srakar,2,1.71490383,5,30.2,0,0,3252215.873,1462.095459,1074.017334,55358.04119,0,1013,0.869004,372.308,263.265,18.60465116,1046.511628,66.66666667,46.51162791,0.863932587,29.45736434,0,0,0,0,0,2.5,2,348.83721,172.09302,0.581395349,577.9991714,2275.520847,15,0
446774,1441186,6080902,Kampong Veang,2,1.35791671,5,23.6,813053.9684,406526.9842,0,1093.583862,957.479126,34421.6298499999,0,1014,0.678808,617.021,170.455,0,1010.971787,0,10.97178683,0.586278869,307.2100313,0,0,122.4489796,137.755102,739.7959184,0.8,4,258.70647,0,1.052952227,32.5873294,84489.63416,0,0
287756,1492246,1020111,Dang Run Lech,2,-9999,5,31.8,0,0,2439161.90499999,2333.691895,1631.57019,74717.8896399999,4.04858,1017,0.790493,670,124.016,0,636.5131579,47.69736842,144.7368421,1.307551312,128.2894737,0,0,98.36065574,163.9344262,737.704918,2.5,0,323.88664,20.24291,0.253036437,344.1257319,2764.94849,36,0
420318,1444061,17040108,Anlong Ruessei,2,7.39714956,5,22.2,0,4878323.80999999,0,1862.614502,1449.652466,29286.0364799999,0,1017,1.009881,387.268,0,0,224.7706422,0,6.116207951,0.12232111,0,0,0,116.2790698,139.5348837,744.1860465,3,4,952.75591,47.24409,3.332966891,928.7691595,69781.45002,1,0
392782,1413126,15020501,Reang Til,1,2.68201995,5,26.2,0,0,2032634.921,4227.837402,3943.551758,31643.74467,146.78899,1021,0.971042,485.981,113.734,810.564663,0,0,3.64298725,0.028667431,0,0,0,23.4741784,338.028169,638.4976526,2,0,0,0,2.866972477,3310.145804,29422.9440399999,2,0
369270,1481736,17101309,Prei Thmei,2,-9999,5,19.6,1626107.93699999,0,0,2511.495361,1368.606934,33067.40331,1000,1021,0.84296,802.083,6.342,0,507.2463768,0,418.6795491,0.963311878,33.81642512,0,0,231.9587629,25.77319588,742.2680412,1.2,1.5,424.08377,0,83.07664998,62.64700719,72344.61765,0,1000
441897,1372898,4010906,Sala Khum,2,-9999,5,30.4,0,813053.9684,0,845.9661865,938.7785645,22489.8212099999,0,1024,0.935728,500,0,0,821.812596,6.144393241,35.33026114,0.875555337,26.11367127,0,0,82.35294118,52.94117647,864.7058824,1.5,0,756.41026,0,0.534188034,119.6687523,27575.88893,0,60
314888,1460341,2050406,Doun Ent,2,4.37834978,4,29.4,0,0,4471796.826,2059.21582,2059.297852,37463.62286,0,1027,1.0499,516.949,141.748,69.19275124,815.4859967,26.35914333,1.647446458,1.188449051,74.13509061,0,0,301.7241379,68.96551724,629.3103448,1.8,3,454.12844,96.33028,0,450.170183,15486.53634,1,0
391900,1469900,17090704,Chea Sman,2,2.95459724,5,18.6,0,3252215.873,0,1708.621338,995.8131714,43294.09328,0,1030,1.136929,716.216,13.008,28.16901408,952.1126761,39.43661972,39.43661972,0.880004272,47.88732394,0,0,51.13636364,210.2272727,738.6363636,1.5,3,351.35135,0,13.95809025,86.76979651,78783.89866,0,500
284866,1490905,1020613,Pou Rieng,2,-9999,5,32.2,0,0,1626107.93699999,3390.571777,1807.912964,76546.84883,0,1031,1.091278,579.787,0,0,539.9673736,78.30342577,132.137031,1.51628292,236.5415987,0,0,106.741573,89.88764045,803.3707865,2.5,3,418.71921,123.15271,0,37.39286062,64.43634824,130,0
461748,1374620,4040604,Anlong Kanhchoh,1,8.30906296,5,31.2,0,0,10569701.59,4698.480469,3634.671143,24606.86071,0,1031,0.796167,339.662,48.096,41.11842105,794.4078947,222.0394737,16.44736842,1.203566915,39.47368421,0,0,297.5206612,413.2231405,289.2561983,0,3,390.2439,146.34146,0,3709.271444,38002.01771,0,75
456610,1426692,6081217,Slak Kranh,2,1.10651672,5,25.8,0,3658742.858,0,566.7614136,870.1504517,33284.38854,0,1032,1.127835,602.381,704.545,0,1134.46677,0,306.0278207,1.215285223,85.00772798,0,0,88.08290155,176.1658031,735.7512953,1.5,2,666.66667,15.87302,0.330687831,302.08009,81232.1792399999,9,0
445027,1431328,6080613,Peam,2,8.3477211,5,24.4,0,2032634.921,2439161.90499999,1304.178955,1582.295898,26298.56968,0,1034,0.914815,549.488,48.673,0,0,0,0,0,0,0,0,219.330855,275.0929368,505.5762082,2.5,0,147.82609,100,0,459.4704837,76286.2728,0,0
363624,1482160,17071302,Samraong Yea,2,3.52986121,5,20,0,1626107.93699999,0,1960.082397,1509.314819,30846.84833,0,1034,0.520588,422.794,274.151,0,1538.720539,0,50.50505051,0.919152141,47.13804714,0,0,61.40350877,70.1754386,868.4210526,1,0,367.81609,63.21839,10.84679255,193.0131047,67723.75009,0,0
339945,1497599,17060901,Lhong,2,1.47674727,5,22.8,0,4471796.826,0,2490.395752,2173.495117,45472.1529599999,0,1038,0.915129,450.106,185.263,0,858.4474886,0,0,0.660705933,511.4155251,0,0,173.0769231,110.5769231,716.3461538,1.5,0,438.50267,0,0,118.97665,54195.22578,1,0
398984,1395421,15020410,Phlov Luong,2,2.95661497,5,29,0,0,5691377.77799999,1365.124756,1298.171021,32090.93836,0,1042,0.962335,702.624,106.061,40.6885759,846.6353678,14.08450704,161.1893584,0.908947639,4.694835681,0,0,28.16901408,154.9295775,816.9014085,1.5,2.5,258.21596,0,0,757.1905369,18617.45522,0,0
303700,1506600,1040201,Chob,2,-9999,5,28.6,406526.9842,1626107.93699999,0,1692.375732,942.2290649,71478.0606499999,0,1044,1,800.623,13.769,1.402524544,433.3800842,5.610098177,210.3786816,1.142892465,158.4852735,0,0,20.40816327,114.2857143,865.3061224,1.5,0,363.63636,436.36364,35.69236614,103.878365,20147.07398,0,0
356700,1396800,15010502,Robaoh Reang,2,1.81587172,5,30.8,0,2845688.889,813053.9684,1608.599121,1214.923584,57101.97866,0,1044,0.82199,659.204,121.15,0,892.2829582,0,25.72347267,0.435824206,99.67845659,0,0,118.226601,197.044335,684.729064,2,0,487.80488,0,2.550322663,207.2602418,2161.462533,5,0
363005,1485260,17071004,Kampong Ta Yang,2,0.99374998,5,20.2,0,813053.9684,0,1644.314453,1354.226929,33516.53169,0,1044,1.011561,793.919,0,0,184.6153846,9.79020979,216.7832168,1.236361911,37.76223776,0,0,0,38.62660944,0,2.5,2,232.45614,122.80702,0.274122807,472.8425587,68917.76556,0,83
378343,1401595,15010720,Tram Peaer,2,2.94517565,5,29.2,0,0,9350120.63599999,1328.495728,985.2200928,47952.01541,0,1046,0.864528,512.605,212.844,0,846.6257669,0,78.2208589,0.28980836,0,0,0,167.4208145,180.9954751,651.5837104,2.5,3,313.90135,0,1.375992855,54.22842308,12528.09534,5,1
428396,1452009,17040503,Patat,2,1.26468754,5,21.8,0,1626107.93699999,0,889.0281982,1059.665894,37171.82286,0,1050,0.962617,506.702,120.939,0,697.108067,0,15.22070015,0.403181212,73.05936073,0,0,233.5025381,25.38071066,741.1167513,1,0,192.30769,0,0,10.18973556,80887.2018399999,0,0
